04598,الأسرة دي
04599,في سلوكها الإنفاقي
04600,وطريقة حياتها بشكل عام
04601,يعني أفرادها
04602,متأثرين جداً بالغير
04603,في طريقة صرفهم للفلوس
04604,وترتيب أولوياتهم
04605,البنت عاوزة تشتري هدومها
04606,من نفس المحلات الغالية
04607,اللي بيشتري أصحابها هدومهم منها
04608,علشان تبقى زيهم
04609,الولد شاب في الجامعة
04610,ما بيشتغلش
04611,وعاوز كل شوية ياخد فلوس
04612,يخرج مع أصحابه
04613,في نفس الأماكن اللي بيسهروا فيها
04614,الزوجة بقى
04615,هي كمان عايزة تشترك في نفس النادي
04616,اللي صاحباتها مشتركين فيه
04617,الشيء المشترك
04618,ما بين السلوكيات دي كلها
04619,حاجتين
04620,الحاجة الأولى
04621,هي إنها مش نابعة من حاجة أصيلة
04622,عن الأفراد التلاتة
04623,وإنما نابعة بس
04624,من حرصهم على مواكبة غيرهم
04625,في طريقة حياتهم ونمط إنفاقهم
04626,أما الحاجة التانية المشتركة
04627,ما بين السلوكيات دي
04628,فهي إنها كلها في الآخر
04629,بتتنافس على شيء واحد
04630,والشيء اللي بتتنافس عليه دا
04631,هو دخل عائل الأسرة
04632,باختصار
04633,بقى مطلوب النهار دا
04634,من عائل الأسرة
04635,اللي هو في الغالب الأعم بيكون الأب أو الزوج
04636,إنه يوفر الموارد المالية الكافية
04637,علشان باقي الأفراد الأسرة
04638,يحافظوا على صورة اجتماعية معينة
04639,عند أقرانهم
04640,عائل الأسرة النهار دا بقى
04641,في أحيان كتير مطالب بحاجات كتير
04642,تتجاوز فكرة الحاجات الأساسية الطبيعية
04643,اللي هي الأكل واللبس والسكن
04644,دالوقتي لازم أكل معين
04645,ولبس معين
04646,وسكن في منطقة معينة
04647,وإلا نبقى مش عايشين زي بقية الخلق
04648,والناس كلها بتتكلم علينا
04649,وشايفانا بخلاء أو فقراء
04650,ومن هنا بقى عائل الأسرة
04651,بيلاقي نفسه
04652,واقع تحت ضغوط مزدوجة
04653,خصوصاً في الفترة الأخيرة اللي إحنا عايشنها
04654,من ناحية أفراد الأسرة
04655,عندهم طلبات كتير
04656,بتتجاوز احتياجاتهم الفعلية
04657,من ناحية تانية
04658,الوضع الاقتصادي متأزم
04659,ودخل العائل دا
04660,إن ما تأثرش سلباً وقل
04661,فبالتأكيد القوة الشرائية للدخل دا قلت
04662,قدام الأسعار اللي عمالة تزيد
04663,يوم عن يوم
04664,فالراجل بقى ما بين فكي كماشة
04665,ودا بيحطه تحت ضغط نفسي رهيب جداً
04666,خصوصاً لما يحس بالعجز
04667,عن تأدية دوره كعائل أسرة
04668,في كفالة أسرته من الناحية المادية
04669,خصوصاً وإن دوره كعائل للأسرة
04670,من المفترض إنه ما يقدرش يتخلى عنه
04671,و يشيل إيده منه
04672,أستاذة علم الاجتماع في جامعة كونيتيكت
04673,نشرت ورقة بحثية تحت عنوان
04674,بتتكلم فيها عن الراجل والست
04675,ودورهم في إعالة الأسرة
04676,وآثار دا على علاقتهم ببعض
04677,المهم الست كريستين بتقول
04678,إن الرجالة اللي بيعولوا أسرهم
04679,بيتعاملوا مع كسب الرزق
04680,بشعور من الالتزام
04681,اللي ما فيش انفكاك منه
04682,وطول الوقت بيبقوا قلقانين
04683,بخصوص قدرتهم على إعالة الأسرة مادياً
04684,الستات المعيلات على الناحية التانية
04685,المسؤولة عن توفير نسبة أكبر من دخل الأسرة
04686,مقارنة مع الراجل
04687,بتتعامل مع الدور دا
04688,مش من منطلق الالتزام
04689,لأ
04690,هي بتعمله بشعور من الفخر
04691,لأنها مدركة إن إعالة الأسرة مادياً
04692,في العادة مسؤولية نادرة
04693,بالنسبة للستات
04694,وبالتالي مش بتكون قلقانة
04695,من آراء الغير فيها
04696,لو ما قدرتش تعول الأسرة
04697,لأن المجتمع أصلاً في الغالب
04698,مش متوقع منها الدور دا
04699,ومش حيلومها لو عجزت عنه
04700,على العكس الراجل المجتمع متوقع منه
04701,بشكل تلقائي
04702,إنه يعول أسرته مادياً
04703,ولو عجز عن دا
04704,بيعتبروه فاشل
04705,والراجل نفسه احترامه لذاته بيقل
04706,ودا الدراسة ربطت بينه
04707,وبين الضغوط النفسية الشديدة
04708,اللي بيتعرض لها الرجالة
04709,اللي بيعولوا أسرهم مادياً
04710,واللي عادة بتكون أعلى بكتير
04711,من الضغوط اللي بتتعرض لها السيدات
04712,بعض الرجال
04713,أحوالهم النفسية بتسوء
04714,لما شعورهم بالعجز عن تلبية
04715,احتياجات أسرهم المالية
04716,بيزيد
04717,وبعضهم بيلجأ للانتحار
04718,وأنا هنا مش ببالغ على فكرة
04719,أستاذة الصحة النفسية
04720,بتقول إن عجز رب الأسرة
04721,المسؤول عن كفالتها مالياً
04722,عن القيام بدوره
04723,بسبب مروره مثلاً بضائقة مالية
04724,لأي سبب
04725,ممكن يدفعه للانتحار
04726,أو على الأقل
04727,للتفكير فيه
04728,طبعاً الفكرة من الكلام دا كله
04729,مش مين بيشيل أكتر من مين
04730,أو مين بيتعب أكتر من مين
04731,سواء الست أو الراجل
04732,الفكرة ببساطة
04733,هي إننا ضروري كأفراد أسرة واحدة
04734,نفهم أدوار بعض
04735,ونقدر حجم وطبيعة الضغوط
04736,الواقعة على كل طرف
04737,أنا مثلاً شاب في الثانوية
04738,عارف إن والدي مضغوط مالياً
04739,وعليه التزامات كتير
04740,تجاه أكتر من طرف
04741,أول حاجة لازم أعملها
04742,هي إني أكون حريص إني ما أرهقش والدي
04743,بطلبات ما لهاش لازمة
04744,غير إني أجاري أو على رأي الأمريكان
04745,مع أصحابي وزملائي
04746,وما كونش مختلف عنهم
04747,وما يقولوش علي دا بخيل أو فقير
04748,طب إنت مصمم وراكب دماغك
04749,يبقى الحل مش إنك تبتز والدك
04750,أو والدتك عاطفياً
04751,علشان يوفروا لك احتياجات مش أساسية
04752,خارجة عن استطاعتهم
04753,أومال إيه الحل يا أشرف 
04754,الحل ببساطة يا سيدي
04755,هو إنك تشتغل وتجيب فلوس
04756,وتفنجر من جيبك
04757,مش إن أبوك يروح يستلف أو يورط نفسه
04758,في التزام طويل الأجل
04759,علشان حرصك على الظهور في مظهر معين
04760,قدام صحابك
04761,أنا على سبيل المثال
04762,مش قادر أفهم
04763,ليه واحد عاقل ممكن يروح يشتري لابنه
04764,أو لمراته
04765,أو لنفسه حتى
04766,بالتقسيط
04767,في حين إن مش محتاج التيلفون دا فعلاً
04768,ليه تعمل في نفسك كدا 
04769,دا لا هو أكل
04770,ولا شرب
04771,ولا حاجة أساسية
04772,وهنا أنا مش عاوز حد يفهمني غلط
04773,أنا مش بقول ما تصرفش على أي رفاهيات
04774,لأفراد الأسرة
04775,بالعكس
04776,أنا بقول الصرف
04777,يبقى بالمعقول
04778,ويبقى فيه ترتيب للأولويات
04779,الأهم فالمهم
04780,خصوصاً في ظل الظروف الاقتصادية الصعبة
04781,اللي ضاغطة على الناس كلها
04782,حوقف لحد هنا
04783,ونبقى نكمل كلامنا بإذن الله
04784,في حلقات جاية
04785,ولحد ما دا يحصل
04786,عندي سؤال لحضراتكم
04787,كتير من الشباب الصغير النهار دا
04788,عنده شعور غريب بالاستحقاق
04789,لكل شيء أهله بيوفروه ليه
04790,ودا من منطلق إن أهله
04791,ما بيعملوش أكتر من اللي باقي الأهالي
04792,بيعملوه مع أولادهم
04793,وبالتالي مش حاسس إنه ملزم يشكر أهله
04794,على شيء
04795,أو يعبر ليهم عن تقديره
04796,برأيك إيه أسباب الظاهرة دي 
04797,حتابع كل إجاباتكم في التعليقات
04798,وفي النهاية ياريت لو عجبتك الحلقة
04799,وحابب تشوفنا تاني
04800,اشترك في القناة
04801,واستنانا في حلقات جديدة بإذن الله
04802,الرئيس الروسي فلاديمير بوتين
04803,أمر برفع المرتبات والمعاشات التقاعدية
04804,في روسيا
04805,الخبر دا في العادي
04806,كان ممكن يمر مرور الكرام
04807,وما حدش خارج روسيا
04808,ينتبه ليه أبداً
04809,أصل عادي يعني
04810,بتحصل في دول كتير
04811,إن المعاشات أو المرتبات بتزيد بأي نسبة
04812,لأي سبب
04813,مش موضوع كبير يعني
04814,بس في حالة روسيا بالذات
04815,الخبر دا لفت انتباه العالم كله
04816,وأثار استغراب ناس كتير
04817,وسبب الاستغراب دا ببساطة
04818,هو التوقيت
04819,روسيا بتاخد الخطوة دي في الوقت
04820,اللي البلد بتتعرض فيه لحرب اقتصادية
04821,غير مسبوقة
04822,تم استهدافها خلالها بكل أنواع
04823,العقوبات الممكنة
04824,واحد حيقول لي
04825,بوتين بيعمل كدا
04826,علشان يضمن دعم الشعب الروسي ليه
04827,خلال الحرب
04828,أقول لك مش حنختلف
04829,بس أنا في الحقيقة مش مهتم أوي
04830,هو عمل كدا ليه
04831,السؤال بقى
04832,هو عمل دا إزاي 
04833,بالبلدي كدا
04834,رفع المرتبات والمعاشات بالنسبة دي
04835,السنة اللي إحنا فيها دي
04836,الفلوس دي جات منين 
04837,أظن دا سؤال إجابته سهلة جداً
04838,باختصار روسيا عندها شلال ضخم من الإيرادات
04839,مصدره صادرات البلد من النفط والغاز
04840,من مبيعات النفط والغاز
04841,بواقع مليار دولار يومياً
04842,الفلوس الضخمة دي
04843,كسبوها على الرغم من العقوبات الغربية
04844,اللي ما لهاش عدد
04845,اللي اتفرضت عليهم
04846,على انطلاق الحرب
04847,الروس ما أظهروش أي علامة على التراجع
04848,ولا قالوا حتى آي
04849,ودا مضايق جداً الحكومات الغربية
04850,اللي حست إن كل العقوبات اللي فرضتها
04851,على روسيا لحد النهار دا
04852,ما كانتش كافية لتركيع الروس
04853,الأمريكان والأوروبيين عاوزين يقفلوا
04854,حنفية الفلوس اللي داخلة روسيا
04855,بأي شكل
04856,ومن هنا بدأ التفكير في عقوبة جديدة لنج
04857,عمرها ما اتفرضت على حد قبل كدا
04858,ودا على أمل إن العقوبة الجديدة دي
04859,تكون هي القاضية على الاقتصاد الروسي
04860,وبالتبعية على بوتين وحربه في أوكرانيا
04861,والكلام هنا عن فرض سقف معين
04862,لأسعار النفط الروسي في السوق
04863,إيه بقى بالضبط هو حوار سقف الأسعار
04864,اللي الأمريكان وحلفاؤهم في أوروبا
04865,بيناقشوا كيفية تنفيذه 
04866,هل أمريكا وأوروبا يقدروا ينفذوه 
04867,يعني هل العقوبة دي قابلة للتطبيق 
04868,وإزاي العقوبة دي لو اتنفذت
04869,ممكن تأثر على إيرادات روسيا من النفط
04870,بدون ما يتم فرض أي حظر 
04871,وإيه اللي يمنع روسيا من إنها تقلب الترابيزة
04872,على الكل
04873,وتقول مش حبيع النفط بتاعي
04874,غير بالسعر اللي على مزاجي 
04875,والسؤال الأهم بقى
04876,إزاي الحوار دا حيؤثر علينا هنا
04877,في الوطن العربي 
04878,دا جزء من اللي حندردش فيه مع بعض
04879,في حلقة النهار دا
04880,أنا أشرف إبراهيم
04881,ودا المخبر الاقتصادي+
04882,طيارة الرئيس الأمريكي جو بايدن
04883,وصلت المطار الألماني
04884,فرانتس يوزيف شتراوس
04885,والموجود بالقرب من مدينة ميونخ الألمانية
04886,سبب الزيارة باختصار
04887,هو حضور الرئيس الأمريكي لقمة مجموعة
04888,الدول السبع الكبرى
04889,واللي بتضم إلى جانب الولايات المتحدة
04890,كندا وفرنسا وألمانيا وإيطاليا
04891,وبريطانيا واليابان والاتحاد الأوروبي
04892,المهم
04893,أكتر ملف ساخن كان شاغل بال زعماء القمة
04894,كان طبعاً الحرب الروسية الأوكرانية
04895,التجمع المحترم دا كان بيدور على طريقة
04896,يقدروا من خلالها يجبروا الرئيس الروسي
04897,على التراجع في حربه في أوكرانيا
04898,وفي ظل استبعاد خيار التدخل العسكري
04899,لحد اللحظة اللي إحنا فيها دي
04900,فكان الكلام كله منصب على الاستهداف
04901,الاقتصادي لروسيا
04902,الفكرة ببساطة هي إن روسيا
04903,لما ما يبقاش معاها فلوس
04904,أو فلوسها تقل
04905,مش حتقدر تصرف على الحرب
04906,وبالتالي حتنسحب أو حتقعد
04907,على طاولة المفاوضات
04908,الهدف دا الأمريكان والأوروبيين حاولوا يحققوه
04909,من خلال فرض حظر على صادرات
04910,النفط الروسية
04911,ولكن يبدو إن العقوبات دي
04912,ما لهاش تأثير كبير أوي على روسيا
04913,لحد النهار دا
04914,يعني بحسب بيانات وكالة الطاقة الدولية
04915,روسيا صدرت نفط للخارج في مايو اللي فات
04916,ودا أعلى من قيمة صادراتها الشهر اللي قبله
04917,وفي نفس الوقت أعلى بكتير بالمقارنة
04918,واللي كانت قيمتها في المتوسط
04919,يعني من الآخر كدا
04920,صادرات الروس من النفط
04921,ما تأثرتش كتير بقرارات الحظر
04922,بالعكس
04923,قيمتها زادت على حس قرارات الحظر
04924,اللي رفعت الأسعار العالمية للخام
04925,وفي الحالة دي اللي انضر من قرارات الحظر
04926,بشكل أساسي
04927,هي الاقتصادات العالمية
04928,وفي مقدمتها الاقتصادات الأمريكية والأوروبية
04929,اللي بتعاني من ارتفاع أسعار الوقود
04930,وبالتبعية من مستويات غير مسبوقة
04931,من التضخم اللي بياكل فلوس المواطنين
04932,في السياق دا بقى
04933,الرئيس الأمريكي قال لزمايله
04934,القادة في قمة مجموعة السبع
04935,أنا عندي فكرة حتريحنا من البهدلة
04936,بتاعة قرارات الحظر
04937,اللي جات على دماغنا إحنا في الآخر دي
04938,أو سقف أسعار للنفط الروسي
04939,يعني إحنا حنسيب روسيا تصدر نفطها عادي
04940,والنفط الروسي حيبقى في السوق مرطرط
04941,مش حنحظره
04942,ولكن حنحدد للنفط الروسي
04943,سعر معين ما فيش حد ينفع يشتريه
04944,بأكتر من السعر دا
04945,واللي حيدفع في النفط الروسي
04946,دولار واحد زيادة
04947,حنزعله
04948,وبكدا إحنا حنقلل عائدات روسيا
04949,من صادراتها النفطية
04950,من غير ما أسعار النفط تضرب مننا في السما
04951,وتزعلنا
04952,الفكرة الجهنمية دي
04953,مش من بنات أفكار السيد بايدن
04954,دي فكرة واحدة ست
04955,وأنا هنا بتكلم عن السيدة المحترمة
04956,جانت يلين
04957,وزيرة الخزانة الأمريكية
04958,واللي فضلت تفرك أثناء حضورها
04959,القمة الألمانية
04960,وتكلم نظراءها من وزراء المالية
04961,علشان تقنعهم إنهم يتبنوا خطة
04962,سقف الأسعار دي
04963,المهم
04964,الزعماء الحاضرين للقمة
04965,وافقوا بعد ضغط من الرئيس الأمريكي
04966,على إنهم يدرسوا القصة دي
04967,ومن الواضح بشكل مبدئي
04968,إن المستشار الألماني أولاف شولتس
04969,ورئيس الوزراء الإيطالي ماريو دراجي
04970,متحمسين للفكرة
04971,في البيان الختامي للقمة
04972,الزعماء قالوا إحنا حندرس مع بعض
04973,إمكانية فرض سقف لأسعار النفط الروسي
04974,المتداول في السوق
04975,سيبك بقى من اللي حصل في القمة
04976,وتعالى أقول لك هما عاوزين
04977,يعملوا إيه بالضبط
04978,أو بشكل أدق
04979,خليني أقول لك جانت يلين شايفة التنفيذ
04980,ممكن يكون إزاي 
04981,بص يا سيدي
04982,دلوقتِ حالاً وأنا بصور
04983,برميل النفط من خام برنت عامل تقريباً
04984,الخام دا واللي بيتم إنتاجه في بحر الشمال
04985,أهميته بتكمن في إنه بيعتبر معيار دولي
04986,أسعار النفط العالمية بتتحدد على أساسه
04987,يعني مثلاً لما تيجي تشتري نفط من المكسيك
04988,المكسيكيين حيقولوا لك والله إحنا الخام بتاعنا
04989,بنبيعه بخصم على خام برنت
04990,يعني لو خام برنت في السوق
04991,وممكن العكس
04992,يعني ممكن المكسيكيين بدل ما يبيعوا
04993,النفط بتاعهم بخصم بالمقارنة مع سعر
04994,خام برنت
04995,يبيعوه بعلاوة يعني يقول لك البرميل عندي
04996,سعره أعلى من خام برنت
04997,اللي بيحدد إذا كانوا حيبيعوه بخصم وللا بعلاوة
04998,هو حجم الطلب على الخام المكسيكي
04999,خلاصة الكلام
05000,إحنا عندنا على الأقل
05001,تلتين النفط المتداول في العالم
05002,سعره بيتحدد على أساس سعر خام برنت
05003,ودا بينطبق على النفط الخام الروسي
05004,اللي هو الأورال
05005,على سعر خام برنت
05006,يعني سعره في السوق كان أعلى من خام برنت
05007,لما الروس بقى دخلوا أوكرانيا في نهاية فبراير
05008,وأمريكا وحلفاؤها في آسيا وأوروبا
05009,وأمريكا الشمالية
05010,بدؤوا يفرضوا عقوبات تستهدف النفط الروسي
05011,الروس اضطروا إنهم يبيعوا النفط بتاعهم
05012,بخصم كبير جداً بالمقارنة مع سعر خام برنت
05013,ودا علشان يحفزوا مستوردين كبار
05014,زي الصين والهند
05015,إنهم يتجاهلوا العقوبات الغربية
05016,مقابل إنهم ياخدوا نفط رخيص
05017,في مايو اللي فات الأورال الروسي
05018,كان بيتباع بأقل من سعر خام برنت
05019,وفي يونيو الخصم قل شوية
05020,والروس بقوا بيبيعوا الأورال
05021,أقل من سعر خام برنت
05022,وبرغم إنهم بيبيعوا بالخصومات الكبيرة دي
05023,الروس ما بيخسروش
05024,هما بس مكاسبهم قلت شوية
05025,يعني بحسب تقديرات بلومبرج
05026,الخصومات اللي الروس بيقدموها
05027,على سعر الخام الروسي
05028,زيادة على مكاسبهم
05029,لو ما كانوش عملوا الخصومات دي
05030,لكن في النهاية هما بيكسبوا
05031,وبيكسبوا كتير كمان
05032,الصادرات الروسية من النفط والغاز
05033,في السنة اللي إحنا فيها دي
05034,الفلوس الضخمة دي
05035,حتقوي بلا شك موقف روسيا المالي
05036,في ظل العقوبات الاقتصادية اللي بتتعرض لها
05037,من ناحية
05038,وفي ظل إنفاقها العسكري المتزايد في الحرب
05039,من ناحية تانية
05040,طب إزاي الروس بيبيعوا بالخصومات
05041,الكبيرة دي
05042,وفي نفس الوقت بيكسبوا 
05043,بص يا سيدي
05044,باختصار
05045,سعر النفط الروسي حتى بعد الخصم
05046,بيساوي أضعاف تكلفة الإنتاج
05047,بحسب تقديرات رويترز
05048,برميل النفط الروسي تكلفة إنتاجه بتتراوح
05049,أي دولار فوق السعر دا مكسب
05050,والنقطة دي ترجعنا للخطة الأمريكية تاني
05051,الأمريكان بيقولوا إنه بدل ما إحنا
05052,سايبين الروس
05053,يبيعوا النفط بتاعهم في السوق
05054,وبيملوا جيوبهم بالفرق الرهيب
05055,ما بين السعر السوقي وتكلفة الإنتاج
05056,لا
05057,إحنا حنقفل لهم السكة دي خالص
05058,من خلال إننا حنفرض عليهم
05059,إنهم يبيعوا بسعر معين
05060,يغطي يا دوبك تكلفة إنتاجهم
05061,مع ربح بسيط جداً يخلي الشركات الروسية
05062,ما تنهارش
05063,الخطة دي لسه قيد المناقشات
05064,وأنا بصور دلوقتِ
05065,وبالتالي لسه ما فيش اتفاق على سعر محدد
05066,كسقف لسعر الأورال
05067,ولكن خليني أضرب لكم مثال يقرب الصورة
05068,خلونا نقول إن شركة النفط الحكومية الروسية
05069,روسنفت
05070,وفق خطة سقف الأسعار
05071,الأمريكان ممكن يفرضوا على روسنفت
05072,في الحالة دي إيرادات روسنفت
05073,وبالتبعية إيرادات الحكومة
05074,حيتخسف بيها الأرض
05075,ودا حيحصل من غير ما النفط الروسي
05076,يخرج من السوق
05077,بل بالعكس
05078,دا حيبقى مرطرط وأسعار الخام العالمية
05079,وبالتبعية مستويات التضخم
05080,حتقل كمان
05081,وبكدا حيبقوا ضربوا عصفورين بحجر واحد
05082,من ناحية حرموا الروس من أغلب
05083,إيراداتهم النفطية
05084,ومن ناحية تانية
05085,قللوا أسعار الخام العالمية
05086,ومعاها أسعار التضخم
05087,الفكرة دي على الورق فكرة عبقرية
05088,ولكن السؤال المهم بقى
05089,واللي أظنه جه في بال كتير منكم بيقول
05090,الخطة دي حتتنفذ إزاي 
05091,بمعنى أصح
05092,الأمريكان والأوروبيين ممكن يقولوا
05093,ما حدش يشتري يا جماعة النفط الروسي
05094,أو بأي سعر تاني
05095,إزاي حيفرضوا الكلام دا على السوق كله 
05096,الأمريكان قالوا المسألة دي حلها بسيط جداً
05097,والحل في لندن
05098,وخليني أوضح لك إيه المقصود بالحل في لندن
05099,أي ناقلة نفط في العالم
05100,لازم يكون متأمن عليها
05101,بنوع من أنواع التأمين اسمه
05102,أو تأمين الحماية والتعويض
05103,تأمين الحماية والتعويض دا
05104,بيؤمن أصحاب السفن
05105,ضد المخاطر اللي شركات التأمين
05106,البحرية العادية
05107,بترفض التأمين عليها
05108,زي مثلاً التأمين ضد الأضرار
05109,اللي ممكن تصيب الغير
05110,والتأمين على حياة الطاقم
05111,وتلف البضايع وحوادث التلوث وغيرها
05112,مين بقى اللي بيوفر النوع دا من التأمين 
05113,حاجة اسمها
05114,أو نوادي الحماية والتعويض
05115,النوادي دي فيها تجمع شهير اسمه
05116,المجموعة الدولية لنوادي الحماية والتعويض
05117,والموجودة في العاصمة لندن
05118,المجموعة دي بتوفر خدمات تأمين
05119,الحماية والتعويض
05120,في العالم
05121,وهو دا المفتاح
05122,المجموعة دي بما إنها موجودة في العاصمة
05123,البريطانية لندن
05124,فممكن من خلالها الأوروبيين والأمريكان
05125,يقولوا للي عاوز يشتري النفط الروسي
05126,يا إما تشتريه بالسعر اللي حنقول لك عليه
05127,أو أقل منه
05128, يا إما حنحرمك من النوع دا من التأمين
05129,وشركة التأمين اللي حتروح تأمن على شحنة
05130,نفط روسية
05131,سعر النفط فيها أعلى من السعر
05132,اللي الأمريكان حيحددوه
05133,حتتعاقب
05134,واحد حيقول لي طيب وإيه المشكلة لو السفينة
05135,ما عملتش تأمين الحماية والتعويض 
05136,يعني مش ممكن صاحبها يجمد قلبه
05137,ويخليها تمشي في البحر
05138,بدون التأمين دا خالص 
05139,أقول لك ما ينفعش
05140,ما فيش مينا في العالم حيسمح لناقلة نفط
05141,إنها تقرب منه لو ما معهاش
05142,شهادة التأمين دي
05143,وبالتالي تأمين الحماية والتعويض
05144,هو سلاح في إيد الأوروبيين
05145,يقدروا يرفعوه في وش مستوردي
05146,النفط الروسي
05147,لو ما التزموش بإنهم يشتروه
05148,بالسعر اللي الأمريكان حيقولوا عليه
05149,الأمريكان والأوروبيين من خلال الحركة دي
05150,بيلعبوا مع مستوردين النفط الروسي
05151,لعبة الترغيب والترهيب
05152,الترهيب أنا شرحته لكم من شوية
05153,وفكرته ببساطة هي إنك كمستورد
05154,لو مش حتشتري النفط الروسي
05155,بالسعر اللي إحنا قلنا عليه
05156,أو بسعر أقل منه
05157,حنحرمك من تأمين الحماية والتعويض
05158,وبالتالي حنوقف حالك
05159,الترغيب بقى هو إنه أصلاً من مصلحتك
05160,إنت كمشتري للنفط الروسي
05161,إنك تشتريه بسعر رخيص
05162,يعني إيه اللي يضر بلد زي الهند
05163,لما تروح تشتري النفط الروسي
05164,لو افترضنا إن دا سقف الأسعار
05165,اللي الدول الغربية اتفقت عليه 
05166,بالعكس دا الهنود حيكسبوا وحيوفروا
05167, فلوس بالهبل
05168,وفي نفس الوقت
05169,حيبانوا قدام الروس معذورين
05170,ما لهمش إيد في حاجة
05171,الأمريكان والأوروبيين الوحشين
05172,هما اللي فارضين عليهم إنهم يشتروا
05173,النفط الروسي
05174,بالسعر دا وإلا حيعاقبوهم
05175,ودا نفس اللي ممكن تعمله الصين
05176,بس هل الهند والصين ممكن يستجيبوا
05177,للإغراء دا
05178,ويلتزموا بخطة سقف الأسعار لو تم تنفيذها 
05179,أنا على المستوى الشخصي أشك في دا
05180,الهنود والصينيين لهم حسابات سياسية
05181,مهمة مع روسيا
05182,تتجاوز فكرة النفط الرخيص
05183,ودا غير إنهم أصلاً بيشتروا
05184,النفط الروسي دلوقتِ
05185,بأسعار رخيصة ولكن بمزاج الروس
05186,وبمناسبة كلامنا عن مزاج الروس
05187,تعالوا بقى نروح لأهم سؤال في الحلقة
05188,هو إيه اللي يجبر روسيا إنها توافق
05189,على الكلام الفارغ دا 
05190,يعني إيه اللي يخليها تبيع النفط بتاعها
05191,بسعر مش عاجبها 
05192,مش ممكن ببساطة تقول أنا مش حبيع 
05193,بحسب تقديرات الأمريكان
05194,الروس مجبرين يبيعوا النفط بأي سعر
05195,ودا ببساطة لأنهم ما يقدروش يوقفوا الإنتاج
05196,لإن شركات النفط لو وقفت استخراج النفط
05197,الآبار بتاعتها حتبوظ وحيبقى صعب جداً
05198,إنها ترجع تضخ منها تاني
05199,وبالتالي بتخسر أي احتياطيات موجودة في البير
05200,دي نقطة فنية معروفة في الصناعة
05201,ما ينفعش توقف ضخ
05202,يعني فاكرين لما أسعار النفط انهارت
05203,في الوقت دا ورغم انهيار الأسعار
05204,شركات النفط فضلت تنتج نفط
05205,وتبيعه بخسارة
05206,ودا لأنها ما كانش ينفع توقف
05207,لو وقفت الضخ من البير
05208,ممكن تخسر البير للأبد
05209,وتخسر معاه تكاليف تطويره كمان
05210,الأمريكان بقى بيلعبوا على نقطة
05211,إن الروس مش حيقدروا يوقفوا الإنتاج
05212,حيفضلوا ينتجوا علشان ما يخسروش
05213,الآبار بتاعتهم
05214,دا هو الافتراض الأمريكي
05215,لكن الرئيس الروسي ما تقدرش تتوقع تحركاته
05216,وممكن يكون عنده خطة تانية
05217,على سبيل المثال
05218,الروس بالفعل شغالين النهار دا
05219,على توفير بدايل محلية لعقود تأمين
05220,الحماية والتعويض
05221,العقود دي بالتأكيد جودتها
05222,مش حتكون زي جودة عقود التأمين
05223,بتاعة لندن
05224,لكن ممكن الصين والهند مثلاً
05225,يشوفوا إن عقود التأمين دي
05226,كافية بالنسبة لهم
05227,ودي بالمناسبة
05228,نفس المناورة اللي اليابان عملتها من حوالي
05229,على إيران
05230,بتمنع المجموعة الدولية
05231,لنوادي الحماية والتعويض في لندن
05232,من إنها توفر أي خدمات تأمينية
05233,لمشتري النفط الإيراني
05234,ساعتها الحكومة اليابانية التفت
05235,على العقوبات دي
05236,ووفرت هي بنفسها
05237,تأمين سيادي لشحنات النفط
05238,اللي اشترتها من إيران
05239,بدون ما تلجأ لأي شركات تأمين
05240,لا في لندن ولا في غيرها
05241,ممكن روسيا تمشي في نفس السكة
05242,لو الخطة اتنفذت
05243,وبكرر تاني
05244,لو الخطة اتنفذت
05245,وأنا ببساطة بقول لو
05246,لإن فيه شكوك كبيرة إن الأوروبيين حيتفقوا
05247,على الخطة دي
05248,ودا أكيد مش بسبب حبهم لروسيا
05249,أو خوفهم عليها
05250,الفكرة هي إن اعتماد خطة سقف الأسعار
05251,حيلغي خطة الحظر اللي الاتحاد الأوروبي
05252,اتفق عليها
05253,بعد مفاوضات شاقة
05254,استمرت لأسابيع في نهاية مايو اللي فات
05255,ومسؤولين الاتحاد قلقانين إنهم
05256,لو لغوا الخطة دي
05257,علشان يعتمدوا الخطة الأمريكية
05258,ممكن ما يقدروش تاني يحققوا
05259,حالة الإجماع الأوروبي
05260,اللي حققوها بمعجزة في الاتفاق الأول
05261,ولو دا حصل يبقى كدا الأوروبيين تفركشوا
05262,وما بقاش لهم موقف موحد تجاه روسيا
05263,على أي حال يا خبر النهار دا بفلوس
05264,بكرة يبقى ببلاش
05265,وأدينا بنتفرج
05266,لحد هنا أنا كدا خلصت كلامي
05267,وكالعادة عندي سؤال لحضراتكم
05268,برأيك بقى
05269,هل الرئيس الروسي ممكن يلجأ لخيار صعب
05270,زي إنه يوقف إنتاج النفط في بلده
05271,ويرفع شعار أرميه ولا إني أبيعه بالرخيص
05272,لو خطة سقف الأسعار دي تم اعتمادها 
05273,حتابع كل إجاباتكم في التعليقات
05274,وفي النهاية يا ريت لو عجبتك الحلقة
05275,وحابب تشوفنا تاني
05276,اشترك في القناة
05277,واستنانا في حلقات جديدة بإذن الله
05278,تم إعلان وفاة ملكة بريطانيا إليزبيث الثانية
05279,الشيء اللافت للنظر هو أنه بعد ساعات
05280,قليلة من إعلان الوفاة
05281,وفي وسط ما وسائل التواصل الاجتماعي
05282,في العالم الغربي تحديداً كانت غرقانة
