audio_file,text,gender
4YHVWA_127.wav,مرتبطه ب19 شكل مختلف من الصدمات اللي,female
chXSaA_128.wav,بيواجهوها بشكل مستمر من 2011 وبعيدا عن,female
pAEvjz_129.wav,الحروب فالصدمات ممكن تكون حوادث مروريه,female
2s2GHA_130.wav,او فقد شخص عزيز بشكل مفاجئ الكوارث,female
dGis8X_131.wav,الطبيعيه زي الزلازل والفيضانات وغيرها,female
N0SLus_132.wav,كلها ممكن تبقى صدمات وطبعا السيدات اللي,female
kHRIGQ_133.wav,بيتعرضوا لانتهاكات جسديه والنفسيه سواء,female
Bq05XN_134.wav,على ايد اقارب او غير كده اكتر من نص,female
hPhU1b_135.wav,لتلات اربع الناجيات من العنف المنزلي على,female
votke7_136.wav,ايد شركائهم بتظهر عليهم اعراض اضطراب مع,female
kzSiMJ_137.wav,بعض الصدمه متعلق طبعا بتجاربهم مع,female
kbQjPl_138.wav,التهديد والاهانه والعنف العاطفي والجسدي,female
RlXFoo_139.wav,والجنسي والاقتصادي حتى الاطفال اللي,female
bP9VBP_140.wav,عايشين في بيت فيه اطراف بتتعرض للعنف,female
k20hWw_141.wav,المنزلي وبيشهدوا على العنف ده بعيونهم في,female
nKZMFV_142.wav,حوالي من 13 لخمسين في الميه منهم بتظهر,female
Wjowgy_143.wav,عليهم اعراض اضطراب ما بعد الصدمه وما,female
Bo5LKH_144.wav,تستغربش ايوه الاطفال كمان ممكن يصابوا,female
60mSNO_145.wav,بالتراب كرب ما بعد الصدمه لمختلف الاسباب,female
G45rAN_146.wav,فمثلا في مراجعه شملت اكتر من 15 الف طفل,female
LE9FeP_147.wav,فلسطيني من سكان الضفه الغربيه وقطاع غزه,female
DA1oz4_148.wav,ظهرت اعراض اضطراب كارب ما بعد الصدمه على,female
Hs6STx_149.wav,37% منهم حتى تجارب المرض والتدخلات,female
3t4cDC_150.wav,الطبيه المؤلمه والمفاجئه ممكن تتحول,female
YL5wd2_151.wav,لصدمات فحسب دراسه نشرها الطب النفسي,female
7x5Qqt_152.wav,بجامعه الزقازيق في مصر فحوالي 72% من,female
jkblpE_153.wav,الناجين بعض اصابات كوفي 19 كانت بتظهر,female
RkhZvm_154.wav,عليهم اعراض اضطراب كرب ما بعد الصدمه,female
KwODBm_155.wav,طبعا بسبب الاسترس العنيف اللي مروا به,female
kc6HFJ_156.wav,فجاه وقت المراه وعموما مش لازم تكون انت,female
Cw3I0F_157.wav,نفسك في موضع الخطر علشان تمر بالصدمه بعض,female
M2ztUT_158.wav,الاشخاص ممكن يصابوا باضطراب مع بعض,female
cFRx6K_159.wav,الصدمه لانهم كانوا شهود على اخرين في,female
Y2INqt_160.wav,مواضع الخطر يعني شخص يشهد على وقوع جريمه,female
2mNfxl_161.wav,او حادثه او يشوف اثارها حتى العاملين في,female
IHGZfl_162.wav,مجال الاسعاف والتمريض والاطباء اللي,female
a3tDGX_163.wav,بيتعاملوا بانفسهم مع حالات على مشارف,female
QEULL8_164.wav,الموت كل يوم برضو بيكونوا عرضه للاصابه,female
8WfkUt_165.wav,بالتراب كرب ما بعد الصدمه الخلاصه نجاتك,female
7MwcCC_166.wav,من الصدمه جسديا مش معناها دائما نجاتك,female
MLEkTM_167.wav,منها نفسيه ايه بقى اللي ممكن يحصل بعض,female
tw8mBy_168.wav,الصدمه المفترض ان كلنا لما بنواجه مخاطر,female
yNGiUK_169.wav,او ستريس اجسامنا بيحصل فيها بعض الت,female
zv13J2_170.wav,والتعديلات في وظائف كتير من الاعضاء,female
H1HktI_171.wav,علشان تلائم الموقف وتحطنا في افضل حال,female
4k0OEO_172.wav,عقليا وجسديا لمواجهه الخطر ده وبعد ما,female
oO2kSu_173.wav,الموقف يعدي المفترض برضو ان اجسامنا ترجع,female
CDjGoQ_174.wav,تقوم بمهمها الطبيعيه ايوه الموقف ممكن,female
tkCS71_175.wav,يسيب لك شويه ذكريات او مشاعر قلق حزن خوف,female
VFlHP5_176.wav,وغيره لكن الذكريات والمشاعر ما بتتخطاش,female
RD1Jka_177.wav,كونها مجرد ذكريات لا تعيقك عن انك تستقبل,female
sBSl4T_178.wav,حياتك وتعيش الحاضر بتاعك وتقوم بمهامك,female
IvrkNZ_179.wav,اليوميه لكن في التراب كرب ما بعد الصدمه,female
n9zyHW_180.wav,المريض بيعيش بدوامه من استرجاع احداث,female
A4wghF_181.wav,الصدمه مره بعد مره بعد مره مش استرجاع,female
OMeOCb_182.wav,عابر للذكريات مع شويه مشاعر تخص الموقف,female
gmzww3_183.wav,لا ده بيعيش الاحداث تاني من اول وجديد,female
fVu1Ra_184.wav,كانها بتحصل له حالا يشوفها قدام عينيه,female
x8OtYo_185.wav,على شكل فلاش باك او احلام يقظه وهو صاحي,female
sc56zV_186.wav,وتتجسد قدامه في كوابيس وهو نايم ده كمان,female
O18rdR_187.wav,ممكن يع من اعراض الستريس بتاع لحظه,female
MTuKsM_188.wav,الصدمه من اول وجديد يعني زياده في ضربات,female
f4bxFm_189.wav,القلب والتنفس والتعرق حتى لو كان بيسترجع,female
IGz2kA_190.wav,الذكريات دي في مكان امن وبعيد عن الصدمه,female
tVb8lH_191.wav,السابقه المريض عايش في الحاضر صحيح لكنه,female
UYRUdZ_192.wav,محبوس في الماضي نفسيا وجسديا ورغم ان,female
ohTldE_193.wav,المريض بيفضل يسترجع ذكريات الصدمه مرارا,female
BID8oe_194.wav,وتكرارا الا انها بتفضل ذكريات مشوشه,female
RwjvBa_195.wav,ومليانه فراغات ومناطق ضبابيه لو حاول,female
P3Dv0w_196.wav,يحكي اللي حصل معه بالظبط وبالترتيب,female
3HKCK4_197.wav,وبهدوء ما بيقدرش الفراغات دي احيانا,female
0fcGmX_198.wav,تتملي بمشاعر الذنب والتانيب لنفسه,female
qeb2id_199.wav,وللعالم يقول مثلا انا مش فاكر بالظبط سبب,female
j6AK9d_200.wav,الحادثه بس اكيد انا اللي عملت حاجه غلط,female
tmlhSS_201.wav,المريض علشان يتجنب نوبات الفلاش باك,female
wED8fa_202.wav,والكوابيس والتوتر دي يبدا يتجنب الاماكن,female
0CSLTd_203.wav,والاشخاص او العناصر المختلفه اللي كانت,female
9BfVSg_204.wav,حواليه وقت الصدمه علشان متفكرهوش بيها,female
NtqTt6_205.wav,تظهر على المريض كمان اعراض تهيب وانفعال,female
rZnvqg_206.wav,يتعصب بسرعه,female
QS6FuY_207.wav,يشعر طول الوقت انه على الشعره وهينفجر او,female
hQj1nv_208.wav,يقل تواصله مع المحيطين به ويترك اي انشطه,female
fFiGmI_209.wav,كان بيهتم بها قبل كده بيعاني من صعوبه,female
QF945V_210.wav,شديده في التركيز والتفكير والتذكر ده غير,female
Dpgarh_211.wav,طبعا ارق واضطرابات في النوم طول الوقت,female
a5aOQa_212.wav,الاعراض دي كلها مع استمرارها بتبدا,female
qfChec_213.wav,تتعارض مع القيام بالمهام الحياتيه,female
YctqIl_214.wav,اليوميه والمسؤوليات الشخصيه وكتير جدا,female
U5kmNW_215.wav,يحاول المريض يخفف عن نفسه باستخدام انواع,female
jRvvuC_216.wav,من المخدرات او الكحول واللي ممكن يحصل,female
A0AWbV_217.wav,عليهم ادمان فيبقى ضرر ضرارين واخيرا ممكن,female
shH4hi_218.wav,تطارد المريض افكار عن ايذاء نفسه او,female
J4QJr2_219.wav,انهاء حياته الاطفال بقى لما بيصابوا,female
klqNzx_220.wav,بالتراب كرب ما بعد الصموه بتختلف عندهم,female
YHOZhM_221.wav,الاعراض عن البالغين نلاقي الطفل بعد ما,female
4fVxb4_222.wav,بيكون وصل لسن متعلم فيه انه يدخل,female
q7A2Vk_223.wav,التواليت ويستخدمه عند اللزوم يرجع تاني,female
sD0z1C_224.wav,يفقد قدرته تماما على التحكم في التبول,female
HjASt8_225.wav,ويصاب بحاله التبول لا ارادي ليلا ودي من,female
SK5SrW_226.wav,اشهر الاعراض اطفال كتير كمان بيفقدوا على,female
7aE2cW_227.wav,الكلام تدريجيا ويدخلوا في حاله صمت تام,female
YuLkgR_228.wav,ولو سنه اصغر شويه ممكن يرجع لعاده مص,female
RRwr1a_229.wav,الاصابع بعد ما كانت وقف عنها ممكن كمان,female
rUfoTd_230.wav,يتعلق الطفل باحد والديه او احد اقاربه,female
K0zJGC_231.wav,تعلق شديد لدرجه انه ما يقدرش يمارس حياته,female
KcjL24_232.wav,بعيد عنه وبيلاحظ كمان ان بعض الاطفال,female
oqwwyx_233.wav,بيسترجعوا احداث الصدمه اثناء وقت اللعب,female
ljDiyI_234.wav,نلاقيهم بيمثلوها تاني على شكل لعبه وممكن,female
ju6jrf_235.wav,تظهر اعراض جسديه زي الام البطن المستمره,female
Soeb2W_236.wav,والصداع وفي الاطفال والمراهقين في سن,female
7bRSi5_237.wav,الدراسه ممكن يظهر تدهور شديد في المستوى,female
cshuoC_238.wav,الدراسي وعزله بقى عن الاصدقاء واي انشطه,female
hSWkeF_239.wav,جماعيه واحيانا سلوكيات عنيفه وعدوانيه,female
wbiDaE_240.wav,فنلاقيهم بيتعمدوا الخروج عن القوامر,female
mxJNAt_241.wav,وتخريب البيئه حواليهم وكانهم في حاله,female
BNCYaZ_242.wav,انتقام من انفسهم ومن العالم سواء كنت,female
kNP4jB_243.wav,شايف اننا عايشين النهارده في عالم مسالم,female
KaCmeh_244.wav,نسبيا او عالم لازال خطير وعنيف فكلنا,female
iwwsaN_245.wav,تقريبا مهد بالاصابه بالتراب كرب ما بعد,female
DhFUqg_246.wav,الصدمه لكن بعد الاشخاص بيكونوا اكثر عرضه,female
HEJw07_247.wav,للاصابه من غيرهم لكن مفيش حد محمي كليا,female
E4OZsY_248.wav,عندنا نظريات بترجح ان من العوامل اللي,female
5hl5ta_249.wav,بترفع احتماليه الاصابه بالتراب كرب ما,female
hMOE1S_250.wav,بعد الصدمه عند شخص ما مقارنه بغيره هو,female
126SaL_251.wav,وجود اختلال في تشريح وتركيب بعض مناطق,female
Q3wJDy_252.wav,الدماغ او اختلال في مستوى بعض المواقع,female
lsOe0O_253.wav,العصبيه وبعض الهرمونات اللي بتنظم وظائف,female
GFhpJh_254.wav,اجهزه اجسامنا المختلفه بالاضافه طبعا,female
QfksCg_255.wav,للجينات الموروث فاذا كنت مريت بتجربه ما,female
3J6Hee_256.wav,قاسيه او مؤلمه او خطيره وفضلت بعدها,female
usmh4u_257.wav,تراودك افكار ومشاعر مزعجه لمده اكتر من,female
VD6kc9_258.wav,شهر او لدرجه انك مش قادر ترجع لحياتك,female
fjLxGa_259.wav,الطبيعيه وتسيطر عليها فارجوك حاول تتكلم,female
r4yrhR_260.wav,مع طبيب متخصص في اسرع وقت علشان تحصل على,female
UOkHmc_261.wav,التشخيص والعلاج المطلوب العلاج في الوقت,female
bG9oKW_262.wav,المناسب فعلا ممكن يكون شافي ويسيطر على,female
aWcJ5K_263.wav,الاعراض ويرجعك لمسار حياتك طبيعي العلاج,female
ToQjvB_264.wav,ممكن يبقى دوائي زي الادويه المضاده,female
a7AlMa_265.wav,للاكتئاب والادويه المضاده للقلق حسب,female
iAbBiL_266.wav,احتياج المريض طبعا وممكن يبقى غير دوائي,female
cIfGRH_267.wav,زي العلاجات النفسيه وفي العلاجات النفسيه,female
8U1tE8_268.wav,بيتقابل المريض مع المتخصص علشان يتكلم,female
uA3gMU_269.wav,معه عن الافكار اللي بتروضو عن المشاعر,female
pMKNfh_270.wav,اللي حاسسها وسلوكه اليومي من ضمن,female
czJBU8_271.wav,العلاجات النفسيه هو العلاج المعرفي,female
M3eNXM_272.wav,السلوكي وهنا بيتدخل المتخصص علشان يغير,female
8DThAE_273.wav,بعض انماط التفكير السلبيه ويعلم المريض,female
VXy7UJ_274.wav,طرق جديده للتعامل مع مشاعره كمان بيعلمه,female
tiVl4Q_275.wav,بعض مهارات التاقلم واستراتيجيات جديده,female
cziiki_276.wav,لحل المشكلات وهنا احب اشير لواحد من افضل,female
XNbtCy_277.wav,المواقع اللي بتقدم خدمات التشخيص والعلاج,female
Z0OPO5_278.wav,للاضطرابات النفسيه ومنها اضطراب كرب ما,female
gaLlUf_279.wav,بعد الصدمه وهو موقع عرب سيرابي اللي,female
Il0SxV_280.wav,بيشرف عليه عشرات من الاخصائيين في الطب,female
ftbny9_281.wav,النفسي والمعالجين النفسيين اللي تقدر,female
1d9ndM_282.wav,تحصل على استشارتهم من خلال مكالمات صوتيه,female
qkFvDI_283.wav,او مكالمات فيديو ولو استعملت الك الظاهر,female
uXjVjg_284.wav,على الشاشه هتحصل على خصم 50% في الجلسات,female
qkSEJC_285.wav,الاولى و30% على باقي الجلسات تقدر تعرف,female
SrjrS0_286.wav,اكتر عن التطبيق وخدماته من خلال اللينك,female
tYLCw3_287.wav,اللي تحت الفيديو عندنا كمان العلاج,female
epcsIt_288.wav,بالتعرض وهنا بيتطلب من المريض انه يحاول,female
vLyVtE_289.wav,يسترجع احداث الصدمه اللي حصلت له,female
m6bAQh_290.wav,بالتدريج طبعا وهو محاط ببيئه امنه تماما,female
tqTZnK_291.wav,ومدعوم من المحيطين به اللي بيطمنوه,female
pMZsow_292.wav,ويساعدوه المريض هنا تدريجيا بيتعلم يتحكم,female
8locMR_293.wav,في مشاعره ويسيطر على انفعالاته لما تجيله,female
oaNuEJ_294.wav,ذكريات الصدمه عندنا كمان العلاجات,female
X1JkjU_295.wav,المعتمده على اليقظه فيها بيتعلم المريض,female
Sd5rAm_296.wav,انه يوعى اكتر للحظه اللي هو عايشها حالا,female
dfg3DE_297.wav,كل ما تاخده دماغه للماضي بصدماته يرجع,female
gBdcaZ_298.wav,تاني بوعي كامل ويركز على وجوده في اللحظه,female
5XjMH2_299.wav,دي في الحاضر يفكر نفسه تاني هو فين وشايف,female
DBEcgA_300.wav,ايه حواليه وحاسس بايه في اللحظه دي,female
xQbkah_301.wav,وبالاضافه بقى للعلاجات المختلفه ينصح,female
gkLbbU_302.wav,المرضى انهم يتبعوا بعض المهارات اللي,female
4NSoec_303.wav,سابت انها بتساعد بشكل عام في الحفاظ على,female
VfJv9z_304.wav,الصحه النفسيه والعقليه زي ممارسه الرياضه,female
3Thj5l_305.wav,واليوجا والتامل بعد سنين طويله من نبذ,female
6ojHZe_306.wav,المرضى باضطرابات نفسيه واتهامهم بالضعف,female
DUsRVi_307.wav,النهارده احنا عارفين ان المرض النفسي,female
ZkfZsr_308.wav,حقيقه وبيزيد فهمنا لطبيعه كل التراب,female
EhMYDT_309.wav,واحتياجاته وعلاجاته كل يوم لو اتعرفت على,female
0wdyap_310.wav,معلومات جديده فادتك خلال الحلقه دي,female
LXFXoU_311.wav,شاركها مع المحيطين بك علشان نزيد الوعي,female
skN45r_312.wav,المجتمعي بالاضطرابات النفسيه المختلفه,female
GMhZOn_313.wav,ونامن لكل مريض من اهلنا واحبابنا حقه,female
ItlI7c_314.wav,الكامل انه يتسمع ويتصدق ويتاخد على محمل,female
wUVwUl_315.wav,الجد ولو محتارين او مش عارفين بالظبط,female
7Bli6Y_316.wav,نساعد ازاي اي شخص حوالينا مصاب بالتراب,female
ksC8zn_317.wav,نفسي فممكن ببساطه نساله علشان نفهم منه,female
FmPvFP_318.wav,ايه وجه المساعده اللي نقدر نقدمها له,female
iZpSWm_319.wav,وختاما التعافي من صدمات وقعت في الماضي,female
ThuUFw_320.wav,مش معناها ابدا انكار الماضي ده او للدعاء,female
8d7pQr_321.wav,بانه,female
CgtdL9_322.wav,ما حصلش بالعكس ده معناه ادراكنا الكامل,female
jcXhrY_323.wav,للي حصل وتمسكنا بالحاضر والمستقبل معناه,female
mqGuRn_324.wav,اننا فاهمين التغيرات اللي بتتسبب فيها,female
4WvsGL_325.wav,بادنى وظروفنا لاجسامنا وادمغتنا وجيناتنا,female
tTEuJQ_326.wav,وهرموناتنا واعيننا ومصرنا كله بشويه,female
oZQMLt_327.wav,معلومات وتوعيه وشويه مساعده من المتخصصين,female
pKPcbN_328.wav,والمحيطين بينا نقدر نكمل رحلتنا باكبر,female
1i9gKi_329.wav,قدر ممكن من الامل كل امنياتي بالشفاء,female
mMqVHC_330.wav,والقوه لكل محاربين الامراض في كل مكان,female
jMBPgj_331.wav,[موسيقى],female
aUqTAr_1.wav,الابشع من صرخات مصاب بيخضع لجراحه وهو,female
Pe4mjZ_2.wav,صاحي لانه ما تتخضش لانه مافيش ادويه,female
XyAjTJ_3.wav,تخدير كافيه في المستشفى هو نظرات الرعب,female
dfyBM3_4.wav,في عيون مصاب ثاني مستني دوره بعده ده كان,female
TLqTSh_5.wav,تصريح دكتور نضال عبد جراح العظام في,female
16j4Vk_6.wav,واحده من مستشفيات قطاع غزه واللي بيقوم,female
kaFKX5_7.wav,فيها على رعايه الفلسطينيين اللي اتصابوا,female
28jhh3_8.wav,في العدوان الاسرائيلي على غزه والمستمر,female
nrwOsW_9.wav,من 7 اكتوبر 2023 ولحد النهارده وقت تصوير,female
lhfU6x_10.wav,الحلقه التاريخ الاس للاحتلال الاسرائيلي,female
ZVnolu_11.wav,في فلسطين والجرايم اللي ارتكبتها اسرائيل,female
4JRZk0_12.wav,ضد المدنيين العزل والاطفال والنساء,female
fLQayx_13.wav,والهجمات الخسيسه على البيوت والمدارس,female
SJeVrw_14.wav,والاسواق ودور العباده وغيرها ممكن نحكي,female
tWmeBP_15.wav,فيها سنين وما يكفيش لكن النهارده في,female
xg1IlN_16.wav,الحلقه دي هكون معنيه تحديدا بالجرام اللي,female
g4acY4_17.wav,ارتكبتها اسرائيل ضد القطاع الطبي في,female
Cmnbg1_18.wav,فلسطين وتحديدا غزه من تدمير للمباني,female
cO9y0V_19.wav,والبنى التحتيه والمعدات والادويه وطبعا,female
CaGLPa_20.wav,استهداف الافراد الاطباء والمسعفين,female
6BwSFf_21.wav,والتمريض وبالتاكيد المرضى الحلقه مش هتحت,female
JES5j6_22.wav,توي على اي صور بتظهر شخصيات الضحايا او,female
iSAXHt_23.wav,المصابين من اهلنا احتراما لخصوصيته,female
ceM6TB_24.wav,وهدفنا منها هو توثيق العنف والجرايم اللي,female
2DgLqk_25.wav,بيرتك بها الكيان المحتل وبيتعرف لها اهل,female
phOErX_26.wav,فلسطين كمان ارباح الحلقه هتروح كامله,female
VcI9el_27.wav,للتبرع لاحد المنظمات الخيريه اللي بتقوم,female
OvuT2O_28.wav,على توصيل المساعدات الانسانيه لاهلنا في,female
wqDuQh_29.wav,قطاع غزه وتحديدا الغذا والدواء مشاهدتكم,female
oK88vW_30.wav,للحلقه ومشاركتكم بالتعليقات والشير هيدعم,female
JGGuwX_31.wav,انتشار الفيديو لاكبر عدد ممكن من,female
tLRKoZ_32.wav,المشاهدين وطبعا انا وفريق الاسبتاليه,female
RSKkDZ_33.wav,كلنا بنقدم خالص تعازينا لكل اهلنا في غزه,female
h03GZH_34.wav,وفي كل انحاء فلسطين قلوبنا معاكم وبنتمنى,female
gAhBNU_35.wav,لكم الصبر,female
8osSib_36.wav,[موسيقى],female
H4Nhbl_37.wav,والسلوان كل صفحه في تاريخ البشر هتلاقيها,female
IquDQy_38.wav,مليانه بقصص حروب وصراعات دمويه يمكن اللي,female
uXQIYn_39.wav,منها استمر لمئات السنين لكن دايما كان في,female
zLi1sa_40.wav,قواعد واصول وقت الحرب بتتفق عليها جميع,female
OUBNdD_41.wav,الاطراف اللي مهتمه انها تقاتل بشرف معظم,female
oSwNV6_42.wav,الحضارات القديمه والاديان هتلاقيها بتقدم,female
NMmmec_43.wav,نصوص او بروتوكولات تحمي بيها بعض الفئات,female
HCbxBn_44.wav,زي المرضى والجرحى والاطفال والنساء وكبار,female
QaE1Pb_45.wav,السن وعلى مر السنين البشر صحيح ما بطلو,female
flRhXD_46.wav,يتحارب لكن كانوا بيطور في القوانين اللي,female
00s9D0_47.wav,اللي بتحاول تنظم حروبهم دي لحد ما وصلنا,female
LaRZyl_48.wav,للقوانين الانسانيه الدوليه في عصرنا,female
O7SGWl_49.wav,الحالي النهارده عندنا اتفاقيه جنيف,female
JXDi2e_50.wav,الرابعه الخاصه بحمايه المدنيين في وقت,female
0P3BmW_51.wav,الحرب الموضوعه والمفعلين اكث من 70 سنه,female
B5UykJ_52.wav,اللي بتمنع قطعيا استهداف المستشفيات,female
YwsaKi_53.wav,المدنيه المتخصصه في رعايه الجرحى والمرضى,female
vh5sV6_54.wav,والعجزه وبتفرد على كل اطراف النزاع,female
04TCRT_55.wav,احترامها وحمايتها طول الوقت كمان بتنص,female
ANUYcx_56.wav,على ان الاطباء والعاملين في القطاع الطبي,female
GIcvOt_57.wav,واي مدنيين بيقوموا بمهمه نقل ورعايه,female
ELXkJt_58.wav,المصابين والمرضى او حتى اداره المنشات,female
wqQYVV_59.wav,الطبيه واي مركبات بتقوم بنقل المصابين,female
xmwKpv_60.wav,والمرضى في البر او البحر او الجو كلهم,female
TYoZJw_61.wav,ليهم حق الحمايه والاحترام نفس الاتفاقيه,female
ZtupeB_62.wav,كمان بتنص على ان اطراف النزاع لازم,female
MfJEV9_63.wav,يسمحوا بحريه مرور المستلزمات الطبيه,female
98HfVQ_64.wav,والمواد الغذائيه والملابس والمقويات,female
U9ehxt_65.wav,مخصصه للاطفال والحوامل واي اختراق لاي من,female
mS8s1s_66.wav,القوانين الدوليه دي هي جريمه حرب بلا اي,female
kkBkDM_67.wav,شك الاتفاقيه دي المفروض انها ساريه على,female
W9CVVq_68.wav,اي حرب في اي مكان في العالم مش بس فلسطين,female
NNtMuN_69.wav,واسرائيل واحده من الدول اللي صدقت على,female
XjkZ3z_70.wav,الاتفاقيه دي سنه,female
TYpW9i_71.wav,1951 لكن للاسف في ارض الواقع هتلاقي,female
x0lfUF_72.wav,اسرائيل بتضرب بالكلام ده كله عرض الحائط,female
8A17Ih_73.wav,ومستمره في تكسير كل القوانين والمواثيق,female
3G4uDI_74.wav,الدوليه والحقوق وبترتكب ابشع الجرايم على,female
welpzC_75.wav,مراه ومسمع من العالم كله في خلال الش,female
SrrIKN_76.wav,ايام الاولى بس من العدوان الاسرائيلي على,female
G9PMJt_77.wav,غزه السنه دي اطلقت اسرائيل اكثر من 100,female
tnwCId_78.wav,غاره على منشات طبيه مختلفه نصها في قطاع,female
C2U3Ca_79.wav,غزه والباقي في الضفه الغربيه بسبب الغراض,female
0mGIOk_80.wav,دي خرجت سبع مستشفيات و25 مركز طبي عن,female
aq45Yl_81.wav,الخدمه واتلفت 20 سياره اسعاف وقتل 51 فرد,female
eeRcSe_82.wav,من افراد الطواقم الطبيه ما بين طبيب مسعف,female
nzt5IS_83.wav,وممرض واصيب 87 غيرهم كلهم اثناء تاديه,female
R9xftr_84.wav,عملهم داخل المستشفيات وفقا لوزاره الصحه,female
gyc0bH_85.wav,في غزه ومع كل لحظه بتعدي متوقع طبعا ان,female
G9iFxE_86.wav,الارقام دي تكون في الياد واحده من,female
iCF7Dh_87.wav,المستشفيات اللي اعرضت للغرض دي كانت,female
FAQnDy_88.wav,المستشفى الاهل العربي اللي شهدنا كلنا,female
pxkftZ_89.wav,المجزره اللي حصلت فيها يوم 17 اكتوبر,female
olHjRs_90.wav,حوالي 500 شخص خسروا حياتهم واكثر من 300,female
4WKN14_91.wav,مصاب غيرهم الارقام دي المفروض في مستشفى,female
kJXlOa_92.wav,ساعتها لا تزيد عن 80 سرير فقط لكن اللي,female
W5Z482_93.wav,خلاها تتحول لمذبحه بالارقام المهوله دي,female
ZFWEyB_94.wav,هو ان الاف المدنيين كانوا احتموا,female
pIYWKH_95.wav,بالمستشفى واقاموا فيها قبل قصفها بعده,female
I4X213_96.wav,ايام وكلنا شفنا الفيديوهات المتصوره في,female
rcLmP0_97.wav,الساعات اللي سبقت القصف واللي بتظهر,female
WfPlA6_98.wav,الاطفال اللي بيهتموا بالمستشفى مع اسرهم,female
kuYBHn_99.wav,وهم بيحاولوا يلعبوا ويقضوا وقت يشبه,female
E8pcVg_100.wav,الطبيعي مش بيقوموا باي اعمال عنف,female
NMQU93_101.wav,المستشفيات بقى اللي ما تمش قذفها,female
OwDE26_102.wav,فاسرائيل برده ما سبهاش ت اشتغل بامان,female
aARGzU_103.wav,اسرائيل في الاسبوع الاول من الاحداث وجهت,female
K42Dt4_104.wav,تهديدات واوامر باخلاء اكث من 20 مستشفى,female
WnPeoq_105.wav,مختلفه من الاطباء والعاملين والمرضى وحتى,female
dPVfHr_106.wav,المدنيين المحتمين فيها المستشفيات دي,female
3TfNlh_107.wav,المفروض ان ساعاتها الاجماليه حوالي 2000,female
roEeme_108.wav,سرير شايلين اكثر بكثير من 2000 مريض,female
W2tcnS_109.wav,واوامر اسرائيل دي ببساطه بتطلب من,female
3Qgt8K_110.wav,الاطباء انهم يختاروا ما بين انهم يسيبوا,female
FcrOI3_111.wav,الاف المرضى دول اللي كانوا بين ايديهم,female
oxVZab_112.wav,وفي رعايتهم ويحاولوا يخرجوا من,female
gsxmui_113.wav,المستشفيات يمكن ينقذوا انفسهم وبين انهم,female
2QRVcx_114.wav,يخطروا بحياتهم ويفضلوا مع مرضاهم,female
pOTVM2_115.wav,ويواجهوا معاهم مصير مجهول مواقف ما,female
EfxdSe_116.wav,بيتعلمش اي طبيب فينا في اي كليه للطب في,female
YFHh7T_117.wav,العالم ازاي يتصرف فيها مواقف ما فيش اي,female
QFGhkt_118.wav,حد فينا بيتحضر لها مهما كان تخصصه,female
UzrdlC_119.wav,وخبراته في المجال قرارات اسرائيل وصفتها,female
1gJqVd_120.wav,منظمه الصحه العالميه بانها حكم بالاعدام,female
IEuvZN_121.wav,في حق المرضى والمصابين اسرائيل كمان قدرت,female
TwF2NK_122.wav,تمنع الامدادات بالوقود اللي بيعتمد عليه,female
3slNgD_123.wav,قطاع غزه كله لتوليد الكهرباء بما في ذلك,female
5edMqs_124.wav,المستشفيات طبعا انقطاع الكهربا في,female
JFgtRE_125.wav,المستشفيات يعني ظلام في عنابر المرضى غرف,female
hf6Dmd_126.wav,العمليات يعني الاطباء والعاملين في,female
DL2rIi_127.wav,المستشفى بيمشوا وهم مش شايفين خطواتهم,female
CaaMLU_128.wav,انقطاع الكهربا في المستشفيات يعني تعطيل,female
XJIRl7_129.wav,تام لاجهزه الاشعه والتحاليل المختلفه,female
WonvBP_130.wav,اجهزه الغسيل الكلوي اجهزه تعقيم ادوات,female
Z60LY4_131.wav,الجراحه واجهزه التنفس الصناعي وغير من,female
L3ZZNS_132.wav,الاجهزه في العنايه المركزه وطبعا تعطل,female
mZ9Te8_133.wav,حضانات المواليد اليونيسيف اكدت وجود اكثر,female
J7lJSA_134.wav,من 100 طفل في الحضانات في غزه اصبحت,female
eAn0Kh_135.wav,حياتهم مرهونه بالمده اللي هتقدر تغطيها,female
juDUWL_136.wav,مولدات الكهربا الاحتياطيه اسرائيل كمان,female
6lT9of_137.wav,منعت على مدار اكثر من اسبوعين دخول اي,female
RMqCav_138.wav,ادويه او معدات او مستحضرات طبيه لقطاع,female
DHO2F2_139.wav,غزه وطبعا نقص المعدات الطبيه والادويه,female
lVXKnU_140.wav,بيشل الاطباء تماما عن الحركه,female
hkR77I_141.wav,قصاد استغاثات مرضاهم حسب تصريحات للاطباء,female
IQVDNQ_142.wav,المنتمين لمنظمه اطباء بلا حدود في غزه,female
vW5QR7_143.wav,فالجراح هناك حاليا بيستخدموا الخل في,female
KnRG63_144.wav,تطهير الجروح بعد ما خلصت كل المطهرات,female
Cgf7wv_145.wav,الطبيه وبيستخدموا المعدات اللي لسه,female
hOhEW9_146.wav,متوفره حتى لو ما كانتش ملائمه للمريض في,female
0TLyQj_147.wav,علاج الكسور مثلا الجراحين ما بقوش قادرين,female
8KOL1Q_148.wav,يوفروا لكل مصاب المسامير المناسبه لحجم,female
79BrMU_149.wav,عظامه الجراحين كمان لجوا يائسين لاستخدام,female
STvYZp_150.wav,المقصات ابر الخياطه اللي جايبينها من,female
s2Ne0p_151.wav,بيوتهم بعد ما خلصت كل ادوات الجراحه,female
